doi,year,title,venue,reason,basis,notes
,2008,Application of R for classification of main tree species using terrestrial laser scanner data,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2018,Using Lidar Data to Predict Photo Interpreted Attributes,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2012,Examination of Airborne Discrete-Return Lidar in Prediction and Identification of Unique Forest Attributes,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
10.1007/s41060-026-01218-2,2026,Multi-temporal Sentinel-2 images and LiDAR data fusion in dominant tree species classification,International Journal of Data Science and Analysis,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2010,INTEGRATION OFWAVEFORM LIDAR AND HYPERSPECTRAL DATA TO ESTIMATE STRUCTURAL ATTRIBUTES OF TROPICAL FORESTS,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2020,Delft University of Technology A new quantitative approach to tree attributes estimation based on LiDAR point clouds,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
10.1016/j.srs.2025.100329,2025,Corrigendum to “Transferability of country-wide airborne laser scanning-based models for individual-tree attributes” [Sci. Rem. Sens. 12 (2025) 100310],Science of Remote Sensing,duplicate,title only; no abstract returned by Crossref or Semantic Scholar,Duplicate or corrigendum of another record in this subset.
,2019,Land use classification of small agricultural parcels using multiple synthetic aperture radar images,,not-forest,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2019,"Oil-Slick Category Discrimination (Seeps vs. Spills): A Linear Discriminant Analysis Using RADARSAT-2 Backscatter Coefficients (, , and ) in Campeche Bay (Gulf of Mexico)",,off-topic,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2011,Modeling Biomass and Canopy Fuel Attributes Using LIDAR Technology,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2015,Aboveground Biomass and Dynamics of Forest Attributes using LiDAR Data and Vegetation Model,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2021,Bayesian models for spatial dependencies and neural networks for leaf / wood discrimination in LiDAR leaf area density estimation,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
10.31223/osf.io/seuhm,2020,POSSIBILITIES OF CHANGE DETECTION OF TREE AND FOREST ATTRIBUTES BY COMBINING TERRESTRIAL LASER SCANNING BASED 3D POINT CLOUDS WITH UAV DATA,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2011,Stability of LiDAR-derived raster canopy attributes with changing pulse repetition frequency,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2011,"Estimating forest attributes using laser scanning data and dual-band, single-pass interferometric aperture radar to improve forest management",,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2014,Using small-footprint and multiple-return LiDAR data to characterize and classify four temperate forest cover types.,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
10.1016/j.foreco.2025.123287,2026,"Modeling structural attributes of Hyrcanian forests using spaceborne LiDAR, machine learning algorithms, and a hierarchical field data collection approach",Forest Ecology and Management,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2013,Classification for Forest/Non-forest Using ALOS PALSAR Data,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2015,SAR Tomography for Forest Structure Classification and Monitoring: Actual Status and Perspectives,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2016,Potentials of TanDEM-X Interferometric Data for Global Land Classification,,not-forest,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2010,Classificação de imagens POLINSAR utilizando técnicas de mineração de dados POLINSAR image classification using data mining technics,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2013,L'utilisation de la polarimetrie radar et de la decomposition de Touzi pour la caracterisation et la classification des physionomies vegetales des milieux humides : le cas du lac Saint-Pierre,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2010,FUSION OF FULL WAVEFORM LIDAR DATA AND HYPERSPECTRAL DATA FOR TREE SPECIES CLASSIFICATION,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2003,"Research Note / Note de recherche Vegetation classification of the riparian zone along the Brisbane River, Queensland, Australia, using light detection and ranging (lidar) data and forward looking digital video 1",,not-forest,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2013,Elements of systemic sensitivity and propagated uncertainty in LiDAR-based forest attribute maps,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2009,"A comparison of automated land cover/use classification methods for a Texas bottomland hardwood system using lidar, spot-5, and ancillary data",,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2006,A Statistical Analysis of JERS L-band SAR Backscatter and Coherence Data for Forest Type Discrimination,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2009,Use of lidar data for land cover classification,,not-forest,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2016,Physically-based Multi-temporal LiDAR Traits for Species Discrimination in a Temperate Mixed Forest,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2008,"CLASSIFICATION USING MULTI-SOURCE DATA FUSION OF ENVISAT-ASAR AND IRS P 6 LISS-III SATELLITE DATA – A CASE STUDY OVER TROPICAL MOIST DECIDUOUS FORESTED REGIONS OF KARNATAKA , INDIA",,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
10.18945/jjfes.kj00009732764,2014,Simulation of terrain attributes from LiDAR data for slope failure hazard assessment in steep forest of Okinawa Island,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2015,Improving Forest Attribute Estimation of Airborne Lidar Based on Profile Assimilation from Terrestrial Lidar,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
,2009,FOREST TYPE DISCRIMINATION IN SOUTHWEST CHINA USING SPACEBORNE POLARIMETRIC SAR DATA,,no-question,title only; no abstract returned by Crossref or Semantic Scholar,"Mechanical exclusion on title vocabulary. Subject is forest inventory, species or land-cover classification with no disturbance agent, or a non-forest subject."
